age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
39,1,121407,11,2,3,0,4,1,0,1949,40,39,1
19,4,140320,15,4,8,1,4,0,0,0,33,14,0
50,4,149786,7,2,4,0,4,1,14759,0,34,39,1
28,6,174018,11,2,3,0,4,1,0,0,40,39,0
44,5,407208,7,2,10,0,4,1,0,0,44,39,1
46,5,230378,11,2,3,0,4,0,0,0,18,39,0
60,5,169886,15,2,11,0,4,1,7711,0,40,39,1
57,5,170720,11,2,10,0,4,1,24617,0,60,39,0
57,4,135723,11,2,1,2,4,0,0,0,40,20,0
24,4,211992,9,4,8,1,1,0,0,0,45,0,0
55,4,403569,9,2,4,0,4,1,0,0,45,39,1
78,4,32862,5,0,4,4,4,0,0,0,40,39,0
34,4,195526,6,3,8,1,4,0,0,0,10,39,0
34,4,147123,11,0,12,1,4,1,0,0,50,39,1
21,0,243858,9,4,0,3,4,1,0,0,61,39,0
39,4,193342,11,2,3,0,4,1,0,0,40,39,0
59,4,153075,12,2,4,0,4,1,0,0,45,39,1
66,4,93066,15,4,3,1,1,1,0,0,40,39,0
48,4,111636,15,2,8,0,2,1,0,0,50,39,0
35,2,120282,7,2,1,0,1,1,0,0,40,39,1
18,4,43838,15,4,12,3,4,1,0,1889,40,39,0
27,4,42128,11,4,3,2,4,1,0,0,40,39,0
18,0,96312,11,4,0,1,4,1,0,0,40,39,0
33,2,174571,14,4,10,3,4,1,0,0,40,39,0
37,4,236507,15,0,1,1,4,1,0,0,36,39,0
58,4,400659,11,2,6,2,2,1,3171,0,40,39,0
55,4,181954,15,4,1,3,4,0,0,0,40,39,0
29,4,180638,7,2,4,3,4,1,0,0,71,39,0
48,2,159389,14,2,10,0,4,1,0,0,64,39,1
57,4,167363,12,2,4,0,4,1,99161,0,38,39,1
55,4,54740,1,0,10,5,4,0,0,1985,40,39,0
33,4,178976,9,2,10,5,4,1,0,1849,50,39,1
44,4,191593,15,0,12,1,4,1,0,0,45,39,1
32,4,131408,11,2,6,0,2,1,0,0,40,39,0
41,2,411390,7,2,8,0,1,1,0,0,15,28,0
24,5,149906,4,2,13,0,4,1,0,0,40,39,0
19,4,24704,15,4,8,1,4,1,0,0,51,39,0
28,4,198868,0,3,3,1,4,1,0,0,40,26,0
73,0,109888,7,2,0,0,4,1,0,0,11,39,0
17,0,246785,5,4,0,1,4,1,0,0,34,39,0
16,4,238977,15,4,8,3,4,1,0,0,40,39,0
23,0,256084,11,5,0,1,4,0,0,0,40,39,0
48,2,212537,15,2,11,0,1,1,0,1889,45,39,0
52,6,211440,10,2,10,0,4,1,7259,0,40,39,1
53,4,234390,9,4,1,1,4,1,6820,0,31,39,0
73,0,187663,11,4,0,3,4,1,0,0,37,39,0
39,2,238278,15,4,4,1,4,1,0,0,40,39,0
29,4,375772,5,4,3,1,4,1,0,0,40,13,0
42,4,147089,10,2,10,0,2,1,7300,0,40,39,1
29,4,122164,11,4,12,3,4,0,0,0,40,39,0
26,7,179695,11,2,5,0,3,1,0,0,40,2,0
22,2,330136,8,5,5,4,4,1,0,0,40,39,0
36,2,497733,8,4,1,3,2,0,0,0,60,39,0
27,6,37753,15,0,4,3,4,1,0,0,40,39,0
20,0,218818,15,4,0,3,4,1,0,0,61,39,0
26,4,191328,11,2,3,0,4,1,0,1888,40,39,0
30,4,340686,7,4,1,5,1,0,0,0,40,30,0
19,4,271183,11,4,6,1,4,1,0,0,40,39,0
23,4,268204,15,2,12,0,4,1,0,1888,40,39,1
37,4,111780,11,2,3,0,4,1,0,0,40,39,0
20,4,470604,11,2,8,2,2,1,0,0,40,23,0
39,4,92809,15,4,4,1,4,1,0,1501,40,39,0
29,4,407188,11,2,6,0,4,1,0,0,44,39,0
37,2,174092,15,0,11,0,1,1,3201,0,40,39,0
59,4,82522,15,0,3,1,4,1,0,0,53,39,0
25,4,148271,8,4,4,1,4,0,0,0,40,26,0
50,4,113506,7,2,1,5,4,0,0,1942,40,39,1
38,4,95028,11,2,4,0,4,1,0,0,51,39,0
56,5,180906,9,2,4,0,4,1,0,0,40,39,1
43,4,188340,11,2,6,0,4,1,0,0,40,39,0
49,4,147467,5,6,8,1,4,0,0,0,21,39,0
25,0,239248,15,4,0,3,4,0,0,0,11,39,0
50,6,26922,11,2,5,0,4,1,0,0,40,39,0
40,2,339278,12,0,7,4,4,0,0,0,40,6,0
96,4,105383,9,2,6,0,4,1,0,1885,40,39,1
24,2,187135,15,4,5,3,4,1,0,1543,40,39,0
27,4,19736,15,4,7,4,3,0,0,0,40,39,0
22,0,283713,15,4,0,3,4,0,0,0,50,39,0
20,6,123301,11,0,4,3,4,1,0,0,40,39,0
42,4,127730,11,2,1,0,4,0,0,0,36,39,0
76,0,298606,1,2,0,3,2,1,2793,0,10,39,0
29,1,189229,15,0,1,1,4,0,0,0,40,39,0
55,4,338077,15,2,3,0,4,1,0,0,50,39,0
24,6,177501,13,4,3,1,4,1,0,0,40,26,0
48,4,92739,15,2,3,0,4,1,0,0,40,39,0
56,4,173724,7,4,10,1,4,1,0,0,35,39,0
104,4,234288,9,0,8,1,4,1,0,0,50,39,0
34,4,480229,11,2,1,0,4,1,0,1493,40,39,0
64,5,178051,15,2,3,0,4,1,0,0,49,39,0
40,4,121691,11,4,4,1,1,0,24205,0,45,39,1
48,4,163496,12,0,10,1,4,0,0,0,50,39,1
42,4,81525,7,0,4,4,4,0,0,0,40,23,0
23,4,190157,9,4,12,3,4,1,0,0,40,39,0
46,4,105334,11,2,14,0,4,1,0,0,60,13,0
26,4,204015,11,5,11,2,2,0,0,0,40,39,0
23,4,197316,5,2,3,0,4,1,0,0,58,39,0
52,6,286409,11,2,6,0,4,1,0,0,45,39,0
32,5,98497,11,2,3,0,4,1,0,0,32,39,0
51,4,116434,15,2,10,0,1,1,0,0,38,40,0
35,4,207710,7,0,1,4,2,0,0,0,40,23,0
21,4,298465,9,4,6,1,4,0,0,0,20,39,0
26,5,90992,9,2,12,0,4,1,0,0,51,39,1
35,4,182546,12,2,8,0,4,1,0,0,40,39,1
59,4,59203,7,2,5,0,4,1,0,1876,50,39,1
28,4,428171,8,4,14,4,0,0,0,0,35,39,0
27,4,102994,7,4,3,3,4,1,0,0,40,39,0
43,5,187164,11,2,11,0,4,1,0,0,60,39,1
32,4,269479,8,2,4,0,4,1,0,1650,40,39,1
15,0,131368,15,4,3,3,4,1,0,1539,20,39,0
33,4,367983,11,2,6,0,4,1,0,0,40,39,0
21,4,179759,9,4,7,1,4,0,0,0,40,13,0
42,4,228573,7,2,12,0,4,1,0,2239,44,39,0
49,2,346747,12,2,10,0,4,1,0,0,50,39,1
58,4,172594,9,2,6,0,4,1,0,0,40,39,0
38,4,124335,15,2,3,0,4,1,0,0,40,39,0
44,2,129072,7,2,10,0,2,1,0,0,60,39,1
49,4,138049,7,2,10,5,4,1,0,0,52,39,0
46,4,220234,11,2,4,0,4,1,13360,0,45,39,1
54,6,373338,9,2,8,0,4,1,0,0,40,26,0
45,4,106396,11,0,4,1,4,0,0,2217,40,39,0
29,2,214160,9,4,5,1,4,1,0,0,45,39,0
40,4,182454,5,0,6,1,4,1,0,0,50,39,0
31,4,56314,6,0,14,4,4,0,0,0,39,39,0
21,6,211486,8,4,6,3,4,1,0,0,40,39,0
17,4,364779,7,4,10,1,4,0,0,0,10,39,0
59,4,355950,5,4,4,1,4,1,0,0,50,39,0
73,4,241452,9,2,3,0,4,1,0,0,49,39,1
59,5,92086,11,2,5,0,4,1,0,0,59,39,1
27,4,147078,11,2,3,0,4,1,0,0,40,39,0
60,5,105319,12,0,5,4,4,1,0,0,60,39,0
55,4,94020,11,2,1,0,4,1,7988,0,40,39,1
27,4,278252,15,4,8,1,4,1,0,0,20,39,0
16,4,64505,15,4,12,1,4,1,0,0,45,39,0
18,4,231540,1,4,3,3,4,1,0,1540,34,39,0
34,4,45390,5,4,9,1,1,0,0,0,45,35,0
18,4,176968,11,2,7,0,4,1,0,0,34,40,0
29,4,187524,9,2,11,0,4,1,0,0,10,39,0
53,4,110019,7,2,4,0,4,1,0,1888,56,39,1
19,6,241141,11,4,3,1,4,1,0,0,50,0,0
29,4,195217,15,4,10,3,2,1,0,0,45,39,0
53,4,142391,11,2,7,0,4,1,0,0,40,39,0
22,4,192514,12,4,3,1,4,1,0,0,50,39,0
33,4,263813,15,4,8,1,4,1,0,0,21,4,0
17,5,101020,9,4,8,3,4,0,0,0,24,20,0
68,4,40964,11,0,8,4,4,1,0,0,40,39,0
21,4,123261,11,4,3,1,4,1,0,0,50,13,0
36,4,217735,7,4,8,1,2,1,0,1539,40,39,0
72,5,361546,15,0,0,4,4,0,0,0,34,39,0
63,2,191013,10,2,10,0,4,1,0,0,40,39,1
46,4,198544,6,2,13,0,2,1,0,0,40,39,0
23,1,97996,11,4,3,1,4,1,0,0,50,29,0
47,4,504328,9,2,3,0,4,1,0,0,40,20,0
46,4,166174,3,0,1,4,4,0,0,0,40,39,0
69,4,210890,9,0,4,1,4,0,0,2133,45,39,1
32,4,183418,8,4,7,4,2,0,0,0,40,23,0
41,7,49199,9,2,9,0,4,0,0,0,40,39,0
50,6,240448,6,0,5,0,4,1,0,0,40,39,0
57,2,227319,15,2,5,0,4,1,0,1869,60,39,0
102,4,204321,5,4,3,1,4,1,0,1534,50,39,1
57,0,94043,15,2,0,0,1,1,0,0,40,39,1
36,4,514204,10,4,10,4,2,1,0,0,40,39,0
18,4,104406,11,4,12,1,2,1,0,0,3,39,0
28,4,162757,15,4,8,1,4,0,0,0,51,39,0
20,4,176434,9,4,6,1,4,1,0,0,60,39,0
35,4,379539,6,4,6,1,4,1,0,0,40,35,0
43,7,62997,7,0,1,4,4,0,0,0,34,39,0
59,4,207525,15,2,1,0,2,1,0,0,49,39,0
69,0,162107,9,2,5,0,4,1,0,0,-3,39,0
55,0,127933,7,2,1,5,2,0,0,0,40,39,0
40,2,161218,12,2,10,0,4,1,0,0,50,39,1
43,4,136063,7,0,8,4,4,0,0,0,50,39,0
43,4,224263,9,4,4,1,4,0,0,0,50,39,0
52,4,204220,4,2,1,0,4,1,0,0,40,39,0
53,4,199443,15,2,4,0,4,1,6932,0,50,39,1
42,4,27661,11,2,5,0,4,1,0,0,40,39,0
21,4,132346,8,2,13,0,4,1,0,0,40,2,0
69,4,110798,11,2,3,0,4,1,0,0,40,39,0
33,2,215207,9,2,10,5,1,0,7276,0,60,39,0
32,0,172404,11,4,3,1,2,0,0,0,40,39,0
33,4,184780,9,2,4,3,4,1,0,0,45,30,0
63,4,87713,15,2,3,0,4,1,0,0,40,39,1
20,4,175641,15,5,8,3,2,0,0,0,40,39,0
56,4,99865,11,2,8,0,4,1,2773,0,60,39,0
53,4,111247,15,5,7,1,1,0,0,0,40,23,0
30,0,223065,15,4,4,3,4,1,0,0,55,39,0
50,6,120738,11,2,3,0,4,1,0,0,40,39,0
55,7,99452,15,6,1,4,1,0,0,0,50,23,0
53,2,363835,15,4,11,1,4,0,0,0,40,39,0
47,2,336648,9,5,10,4,4,0,0,0,41,39,0
27,5,115951,11,2,6,0,4,1,0,0,48,39,0
53,5,183510,7,2,10,0,4,1,0,0,50,39,1
24,4,303803,4,4,8,3,4,1,0,0,32,26,0
63,5,127841,7,2,3,0,4,1,0,0,44,39,1
31,2,334710,9,2,10,5,4,0,0,0,49,39,1
40,5,180140,9,2,10,0,4,1,0,0,54,39,1
54,4,263139,5,0,6,2,4,1,0,0,40,39,0
23,4,110572,15,2,4,0,4,1,0,0,50,39,1
31,4,40486,11,2,1,0,4,0,0,0,50,39,0
39,6,208216,11,2,3,0,4,1,0,0,40,39,0
42,6,101926,7,2,4,0,4,1,0,2231,50,39,1
49,6,43090,7,4,3,3,4,1,0,0,40,39,0
18,0,208745,11,4,0,3,2,1,3226,0,33,39,1
50,5,119922,9,2,4,0,4,1,7316,0,48,39,1
24,4,227111,15,0,3,2,4,1,0,0,40,39,0
44,6,62578,11,0,4,4,4,1,0,0,50,39,0
47,4,113290,11,2,3,0,4,1,3169,0,40,39,0
52,4,258925,11,0,6,2,4,1,0,0,40,39,0
37,0,226663,11,4,0,4,4,0,3244,0,20,0,0
19,5,269641,1,4,8,3,4,0,0,0,25,39,0
43,2,29094,9,5,12,0,4,1,0,0,50,39,0
28,4,218388,7,4,1,4,4,0,0,0,40,39,0
38,4,235264,15,4,1,1,1,1,0,0,50,40,1
43,2,169023,15,0,1,4,4,0,0,0,50,39,0
39,6,269942,7,2,3,0,4,1,0,0,40,39,0
30,4,104802,9,4,1,5,1,0,0,0,40,39,0
26,6,133515,11,4,14,1,4,1,0,0,60,39,0
20,4,252742,15,2,14,0,4,1,0,0,40,2,0
55,2,127354,7,0,4,4,2,0,3201,0,40,39,0
37,6,81624,11,2,4,0,4,1,0,0,50,39,1
23,2,184074,15,0,11,1,3,0,0,0,40,13,0
25,0,90467,11,2,0,0,4,1,0,0,40,39,1
40,2,228057,9,4,10,3,4,1,0,0,50,39,0
24,1,72223,11,5,1,4,4,0,0,0,40,39,0
40,4,204710,14,2,14,0,1,1,0,0,40,39,0
24,5,89528,8,2,10,0,4,0,0,0,31,39,0
28,4,163763,15,4,7,4,4,0,0,0,40,39,0
35,4,82363,9,4,8,3,4,1,0,0,48,7,1
42,1,117157,9,2,4,0,4,1,0,0,60,39,1
32,4,124201,7,2,4,0,2,1,0,0,40,39,0
35,2,136375,15,4,11,0,4,1,0,0,50,39,1
29,4,87089,11,4,3,2,4,1,0,0,50,39,1
47,4,173090,15,4,8,1,4,0,0,1466,50,39,1
24,4,264856,2,4,10,3,4,1,0,0,33,39,0
52,4,144141,11,2,3,0,4,1,0,0,40,13,0
36,4,218733,7,4,1,4,1,0,0,0,40,39,0
39,4,40348,11,0,9,4,4,0,0,0,41,39,0
54,4,38927,9,2,12,0,4,1,14796,0,60,39,1
31,4,97651,7,2,10,0,2,1,0,0,40,39,0
21,7,375460,11,4,1,3,4,0,0,0,38,39,0
28,2,375764,15,4,11,3,2,0,0,0,40,39,0
36,5,90512,7,0,1,5,4,0,0,0,44,39,0
57,4,569365,15,6,1,4,4,0,0,0,45,39,0
51,4,43209,11,0,7,5,4,0,0,0,36,39,0
70,0,214504,5,6,0,1,4,0,3175,0,9,39,0
37,4,195795,15,4,4,1,0,1,0,0,55,39,0
28,0,198806,5,4,0,3,4,1,0,0,40,39,0
59,7,128637,9,0,14,4,4,0,0,0,40,39,0
33,2,52544,7,2,5,0,4,1,0,0,40,39,0
67,4,182825,1,2,10,0,4,1,3196,0,39,39,0
78,6,474515,11,2,3,0,4,1,0,1960,40,39,0
36,1,243304,15,2,1,5,4,0,0,0,34,39,0
54,4,19757,11,5,7,4,4,0,0,0,40,39,0
66,4,241540,7,2,6,0,2,1,6717,0,40,39,0
47,6,400184,11,2,3,0,4,1,7273,0,40,39,1
26,4,254666,9,4,3,3,4,1,0,0,40,39,0
37,6,80344,8,2,4,0,4,1,14774,0,40,39,1
51,4,346369,5,4,4,1,4,1,0,0,33,39,0
57,2,47699,11,2,1,0,4,1,0,0,40,39,0
61,0,91524,15,0,0,1,4,0,0,0,50,39,0
75,4,280797,5,6,6,1,4,1,0,0,36,39,0
49,4,248182,5,2,8,0,4,1,0,0,60,9,0
36,2,261009,9,2,13,0,4,1,0,0,40,39,1
19,2,126425,15,4,1,4,2,1,0,0,40,39,0
19,2,303455,11,2,7,0,4,1,0,0,50,39,0
56,5,112683,11,2,3,0,4,1,0,0,50,39,0
34,4,125838,15,2,1,0,0,1,0,0,40,39,0
62,7,113022,11,2,12,0,4,1,0,0,50,39,1
26,6,54005,11,5,4,5,4,0,0,0,40,39,0
17,0,275442,2,4,0,3,4,1,0,0,11,39,0
70,6,349256,11,2,3,0,4,1,0,1888,40,39,0
45,2,104376,11,5,1,4,2,0,0,0,40,39,0
21,4,189309,11,4,8,1,2,1,0,0,60,39,0
24,4,150331,15,4,8,1,4,0,3316,0,43,39,0
43,4,204184,9,2,6,0,1,1,0,0,40,24,1
28,2,45957,11,4,10,2,4,1,0,0,60,39,1
40,4,117819,7,4,4,5,1,0,0,0,51,25,0
54,4,201928,10,4,10,3,4,0,3283,0,28,39,0
60,1,250957,5,2,4,0,4,1,0,0,40,39,0
46,7,22164,15,4,1,1,4,1,0,0,40,39,0
49,2,137037,7,2,5,0,4,1,0,0,50,39,0
34,4,158906,11,4,3,1,4,1,0,0,45,39,0
24,4,128076,0,4,3,1,4,1,0,0,40,25,0
70,0,368655,7,2,0,0,4,1,0,0,12,22,0
20,4,96921,15,4,8,3,1,1,0,0,25,12,0
22,4,184834,6,4,8,4,4,0,0,0,34,23,0
40,0,241802,15,4,0,3,4,1,0,1540,40,39,0
36,4,131903,4,4,3,4,4,0,0,0,40,22,0
66,4,167636,12,6,7,4,4,0,0,0,31,39,0
47,6,118496,11,4,1,1,4,0,0,1539,40,39,1
39,4,190092,15,4,3,4,4,0,0,0,40,39,0
81,0,38882,9,0,0,4,4,0,3518,0,28,39,0
44,4,227433,8,2,1,5,4,0,0,0,45,0,0
28,4,88833,7,2,3,0,4,1,0,1547,40,39,0
33,4,117105,11,2,1,0,2,1,0,0,40,39,0
20,5,112509,15,2,6,0,4,1,0,0,45,39,0
81,4,182566,7,2,12,0,1,1,0,1989,40,40,1
31,4,244941,9,2,4,0,4,1,0,0,40,39,1
33,4,181923,15,4,5,1,4,1,0,0,50,13,0
24,4,33370,15,4,12,1,4,1,0,0,50,39,0
57,4,95491,11,2,6,0,4,1,0,0,40,39,0
33,4,247291,11,2,3,0,4,1,0,0,60,39,0
30,4,255622,8,4,8,4,4,0,0,0,40,0,0
64,4,256998,5,2,3,0,4,1,0,2260,40,39,0
63,5,421903,7,2,10,0,4,1,0,0,44,39,1
32,4,125115,11,4,3,3,2,1,0,0,40,39,0
39,4,79494,11,0,4,1,4,1,0,0,40,39,0
36,4,263110,11,4,4,1,4,1,0,0,40,13,0
31,4,99383,7,4,3,3,4,1,0,0,60,39,0
59,4,84750,11,2,8,0,4,1,0,0,40,39,0
41,4,482113,11,2,3,0,2,1,0,0,40,39,0
18,8,218148,1,4,8,3,4,0,0,0,16,39,0
19,4,171402,15,4,8,1,4,0,0,1538,50,39,0
35,4,377297,11,4,10,1,4,1,0,0,61,20,0
31,4,372690,15,2,14,0,4,1,0,0,75,39,0
37,2,117232,7,0,3,3,4,1,0,0,40,39,0
55,6,123097,11,2,5,0,4,1,0,0,40,39,0
52,8,34233,0,4,12,3,4,1,0,0,45,39,0
32,5,264341,9,4,12,1,4,1,0,0,46,39,0
78,2,31938,15,0,10,4,4,1,0,0,40,39,0
41,2,343666,7,2,11,0,2,1,0,1541,60,39,0
33,7,114396,11,4,7,1,4,0,0,0,10,39,0
59,4,86183,7,0,1,5,4,0,0,0,45,39,1
48,2,133569,9,3,10,2,4,0,0,1652,40,5,0
34,4,192533,11,0,8,3,4,0,0,0,36,39,0
29,4,73707,7,0,4,1,4,0,0,1535,40,39,0
52,4,99409,11,0,1,4,2,0,0,0,35,39,0
18,4,174382,15,4,7,1,4,0,0,1986,45,39,0
58,6,241948,9,4,4,1,4,0,0,0,40,0,0
40,4,72439,15,4,3,1,4,1,0,0,50,39,0
27,4,254492,8,0,7,4,3,1,0,0,40,39,0
19,4,80344,7,4,8,3,4,0,0,0,23,32,0
21,4,331022,11,4,1,1,2,1,0,0,40,39,0
57,2,182918,8,0,13,4,4,0,0,1889,40,39,0
17,0,194123,7,4,0,3,4,1,0,0,27,39,0
32,4,182765,9,0,4,2,4,0,0,0,33,39,0
38,1,136558,15,0,3,4,4,1,0,0,40,39,0
28,4,51569,9,2,12,0,4,1,24327,0,60,39,0
23,0,185918,11,2,3,0,4,1,0,0,59,39,1
19,0,266104,15,4,0,3,4,1,0,0,40,39,0
65,4,143743,11,6,3,4,4,0,0,879,40,39,0
27,4,94441,11,2,6,0,4,1,0,0,40,39,0
77,4,236210,9,2,9,0,4,1,0,2022,50,39,1
29,4,111896,15,0,4,4,2,0,0,0,40,23,0
46,4,165201,11,0,3,0,4,1,0,0,60,39,0
50,4,168220,9,2,4,0,4,1,14759,0,60,39,1
37,4,152212,1,4,7,3,4,1,0,0,40,35,0
44,5,31598,9,2,10,0,4,1,0,0,45,39,0
53,4,151395,11,2,1,0,4,1,0,0,40,22,0
23,4,204823,11,4,3,1,4,0,0,0,34,13,0
40,4,152207,11,6,13,1,4,0,2805,0,40,39,0
65,4,152702,9,2,12,0,2,1,0,1875,44,39,0
19,0,267949,7,4,3,3,4,1,0,0,40,39,0
18,4,210900,15,4,8,3,4,0,0,0,40,39,0
19,4,121739,9,4,4,0,0,1,0,0,35,39,0
19,0,170110,8,4,0,5,4,0,0,0,44,39,0
25,1,100866,15,3,3,1,1,1,0,0,40,40,0
72,4,178831,6,2,5,0,4,1,0,0,60,39,0
39,4,219315,11,2,3,0,4,1,0,0,50,39,1
56,2,210006,6,2,14,0,4,1,0,0,68,39,0
20,7,179586,11,4,7,1,4,1,0,0,40,39,0
28,4,150825,15,4,8,1,3,0,0,0,51,39,0
53,0,207658,15,4,0,1,4,0,0,0,40,39,0
41,4,112790,6,0,6,1,4,1,0,0,40,26,0
52,4,215122,7,0,8,4,4,0,0,0,34,12,0
39,2,389701,7,2,13,0,4,1,0,1845,40,24,0
74,4,186397,9,2,3,0,1,1,0,0,44,39,1
42,4,45680,11,2,12,0,4,1,0,0,40,39,1
64,6,88524,10,2,10,0,4,1,0,0,33,39,1
40,4,231009,9,2,10,0,2,1,3211,0,40,30,0
28,4,348432,4,4,8,1,2,0,0,0,40,25,0
24,4,90377,9,2,6,0,4,1,0,1888,50,39,0
36,4,121135,15,4,8,2,4,1,0,0,60,1,0
29,4,27629,8,0,8,3,4,0,0,0,40,39,0
22,4,100818,11,2,3,0,4,1,0,0,35,39,0
34,4,104556,8,4,4,3,4,0,0,0,60,39,0
26,7,243682,0,5,11,1,2,1,0,0,38,39,0
78,6,32494,11,2,3,0,4,1,0,0,40,39,0
62,4,203913,6,5,9,4,4,0,0,0,45,26,0
31,4,194161,15,0,3,4,4,1,0,0,50,39,0
21,2,123756,7,4,10,5,2,0,0,0,49,39,0
24,4,270624,4,2,6,0,4,1,0,0,40,39,0
41,4,189550,11,0,7,4,4,1,6747,0,60,39,0
39,6,90277,11,0,10,4,4,0,0,0,40,39,0
51,0,194689,7,2,0,5,4,0,0,0,7,39,0
32,4,174959,11,4,4,3,4,1,0,0,45,39,0
46,4,150408,14,6,3,1,4,1,0,0,40,39,0
33,4,457815,11,2,8,0,4,1,0,0,35,39,0
35,4,185533,11,4,12,2,1,0,0,0,48,39,0
71,4,41201,11,0,4,1,4,1,0,1418,50,39,0
45,4,105237,11,2,6,0,4,1,0,0,45,39,0
28,0,179039,11,2,0,0,4,1,0,0,40,39,0
35,4,342676,9,4,10,1,4,0,0,0,77,39,0
40,4,144162,15,2,1,5,4,0,0,0,40,39,0
22,4,72216,11,2,12,5,4,0,0,0,40,39,0
42,4,241309,4,0,3,4,2,0,0,0,40,11,0
61,2,34619,10,2,10,0,4,1,3220,0,34,39,1
58,0,31892,15,0,1,4,4,0,0,0,37,39,0
27,0,286831,11,4,0,1,1,1,0,0,40,11,0
49,6,106449,9,4,4,5,4,0,0,0,40,39,0
63,4,56903,11,2,11,0,4,1,0,0,40,39,0
83,5,145959,9,2,5,0,4,1,0,0,60,39,0
50,4,196172,7,2,6,0,4,1,0,1984,40,39,1
50,0,203437,7,2,0,0,1,1,0,0,40,39,0
41,4,199413,6,2,14,0,4,1,0,0,68,39,0
36,4,93850,11,4,6,1,2,1,0,0,40,39,0
22,4,287834,9,4,4,1,4,1,0,0,50,8,0
70,7,40655,5,0,4,4,4,1,0,0,45,39,0
19,0,198951,15,4,0,1,4,1,0,0,16,39,0
24,4,90869,15,4,8,2,4,1,0,0,40,4,0
23,0,253019,11,4,0,1,4,0,0,0,60,39,0
46,7,119949,11,2,1,0,4,1,0,0,40,39,0
36,2,148612,15,4,10,3,4,0,0,0,37,39,0
17,2,371394,15,4,11,3,2,1,0,0,20,39,0
42,2,127922,11,2,11,0,4,1,0,0,40,39,0
62,4,83574,11,2,3,1,4,1,0,0,40,39,0
27,4,285866,11,4,3,2,2,1,0,0,40,39,0
59,5,128642,15,2,11,0,4,1,0,0,40,39,0
65,4,182342,11,2,4,5,4,0,14929,0,45,39,1
70,4,106139,15,2,5,0,4,1,0,0,40,39,0
78,5,155885,11,2,3,0,4,1,0,0,50,39,1
22,4,75472,11,4,3,1,4,1,0,0,50,39,0
49,4,104391,7,2,4,0,4,1,0,0,40,39,0
23,4,255890,2,4,6,3,4,1,0,0,34,39,0
53,4,108008,11,2,3,0,4,1,0,1984,48,39,0
41,4,66522,7,2,8,0,4,1,0,0,44,39,0
21,5,263460,15,4,8,1,4,1,2795,0,50,39,0
41,4,201481,11,2,3,0,4,1,0,0,36,39,0
60,0,538216,7,2,0,0,4,1,0,0,10,39,0
19,0,237179,5,0,0,1,4,0,0,0,11,39,0
54,4,221090,11,2,3,0,4,1,0,0,50,39,0
31,4,260315,9,0,9,1,4,0,0,0,40,14,0
35,4,18792,6,4,8,1,4,0,982,0,44,39,0
49,4,126218,11,2,6,0,4,1,0,0,55,39,0
70,5,92126,15,2,4,0,4,1,0,0,50,39,1
44,4,158008,11,2,12,0,4,1,0,0,45,39,1
83,4,192393,6,2,6,0,4,1,6997,0,40,39,1
56,4,226752,15,0,4,4,4,1,0,0,40,39,0
49,4,117039,11,0,1,4,4,0,0,0,39,39,0
43,4,582611,8,4,3,4,2,1,0,0,40,39,0
42,4,281792,7,2,1,5,4,0,0,0,40,39,0
55,4,139314,11,2,3,0,4,1,0,0,40,11,1
33,4,47089,8,4,8,3,4,0,0,0,31,39,0
26,5,179548,15,2,12,0,0,1,0,0,40,39,0
25,4,266280,11,4,8,1,2,1,0,0,33,23,0
51,4,283564,7,2,10,0,1,0,0,0,36,39,1
38,4,37904,11,0,7,4,2,0,3326,0,40,39,0
40,6,151993,7,0,4,1,4,0,0,0,40,39,0
33,6,202002,11,4,8,1,2,1,0,0,40,39,0
59,5,103579,15,2,4,0,4,1,14849,0,45,39,1
21,2,327478,12,0,1,1,4,1,0,0,40,11,0
37,4,143328,15,2,11,0,4,1,0,0,40,39,1
29,2,503082,8,4,1,3,1,0,0,0,40,39,0
26,4,38574,9,2,4,0,4,1,0,0,45,39,1
50,5,146899,5,2,3,0,4,1,0,2672,41,39,1
44,4,41814,8,0,13,1,4,1,0,0,60,39,0
83,4,105865,11,2,3,0,4,1,1120,0,40,9,0
34,5,163289,15,4,4,1,4,1,0,0,43,39,1
39,4,203838,7,2,4,0,4,1,0,0,50,39,0
37,4,94463,9,2,12,0,1,1,0,0,45,5,1
31,5,405257,9,4,10,1,4,1,0,0,27,39,0
55,4,132104,11,2,3,0,4,1,0,0,40,22,0
56,7,51680,11,2,10,0,4,1,0,0,60,39,0
44,4,161865,11,5,1,4,4,0,0,1654,40,39,0
59,4,411864,9,0,12,1,4,1,0,0,14,39,1
31,4,195081,11,2,3,0,4,1,0,0,40,39,0
38,4,37752,7,0,12,4,4,0,0,0,45,39,0
36,2,170596,12,4,10,2,1,0,0,0,50,39,1
43,4,192127,7,2,4,0,4,1,0,1869,40,22,0
47,4,86734,9,2,4,0,4,1,0,0,40,39,1
72,1,198453,15,2,11,0,1,1,0,0,40,39,0
37,4,45770,11,4,3,5,1,1,0,0,49,19,0
53,4,354403,11,4,1,1,4,1,0,1532,60,39,0
59,4,196863,7,2,6,0,4,1,0,1888,77,39,1
20,4,278149,2,4,8,3,1,1,3100,0,40,34,0
41,4,227349,7,2,3,0,4,1,0,0,40,1,0
68,4,190707,8,2,3,0,4,1,0,0,40,39,1
75,6,196461,11,2,6,0,4,1,6958,1887,40,39,1
